Pop,Pop Density,Ethnic Minorities,Income,Employment,IMD,Num of Cs,Num of  Is,Num of Ss
2105,35.490123,8.7,7,3.7,7.828,1,1,2
1598,11.210415,4.4,3.3,3.8,4.519,1,0,0
1633,39.012958,4.7,1.6,2.7,2.326,0,0,0
1472,17.424634,2,2.2,3.8,4.429,0,0,0
1416,42.211058,5.1,1.6,3.2,3.16,0,0,0
1711,2.018343,4,5.1,3.2,10.565,0,0,0
1833,40.314897,46,22.9,14.8,35.128,0,1,0
2183,73.622735,55.2,12.1,8.4,22.759,0,1,0
1731,54.514512,66.6,12.7,7.2,18.977,0,0,0
1475,84.237511,70.9,13.1,8.9,21.55,0,0,0
1866,42.26952,74.9,19.4,10.3,28.627,0,0,0
2091,140.504194,80.5,16.2,10,26.362,1,10,5
1907,108.035153,78.8,10.7,7.3,21.185,0,0,0
1647,161.533174,76.5,12.5,6.7,19.66,0,0,0
1840,24.844957,47.8,17.8,10.1,26.723,0,1,0
2283,59.479753,55.6,18.5,12.3,26.638,0,0,0
1633,99.014103,60.5,15.3,10.7,24.386,0,0,0
2345,179.240318,65.3,18.5,10.9,26.617,0,0,0
2061,87.332296,52.7,21.1,12.8,29.688,0,0,0
2071,18.660745,52.6,14,9.4,23.452,0,0,0
2907,23.408054,65.5,15.1,11.9,24.978,1,3,0
3745,75.55364,76,13.2,7.4,23.489,0,2,0
1638,81.047983,36.2,19.3,12.4,31.015,0,0,0
2047,93.017089,40.3,14.8,8.7,22.359,0,0,0
1883,49.896897,38,9.5,7.7,15.825,1,1,0
1934,39.226655,24.7,12.4,7.7,23.999,0,0,0
2553,32.789497,44.2,6.5,6,13.287,0,0,0
1612,57.608617,26.5,18.7,11.5,30.67,0,0,0
3937,44.092276,46.2,3.3,1.3,8.777,0,0,0
1648,66.510174,16.3,4.3,3.1,6.957,0,0,0
1740,80.296821,15.8,5.6,3.4,7.256,0,0,0
1730,47.932169,20.7,4.1,3.4,6.56,0,0,0
1768,64.929761,22.7,9,7.1,11.922,0,0,0
1583,53.207208,22.1,4.7,4.2,5.501,0,0,0
1615,54.763441,20.1,11,7.5,13.784,0,0,0
1668,47.071416,20.6,7,4.7,8.993,0,0,0
1530,62.17605,42.6,9.4,7.6,15.824,1,0,0
1742,27.012318,37.6,8,7.5,13.735,0,1,0
1720,46.001946,47.7,9.6,6.4,13.456,0,0,0
1866,61.597964,46.5,14.9,9.1,23.941,0,0,0
1966,91.648868,55.4,12.2,8.5,17.74,0,1,0
1628,93.401617,43.2,9.8,4.6,13.203,0,0,0
1509,23.759327,35.6,7.5,4.9,12.152,0,0,0
1478,44.419608,39.4,18.5,11.8,30.131,0,0,0
1400,14.101479,13.1,2.4,3.4,6.105,0,0,0
1336,38.855272,27.6,2.8,3,4.924,0,0,0
1540,52.55254,22,5,3.2,6.636,1,2,0
2459,52.432501,23.6,11.1,8.6,16.922,0,0,0
1309,18.929601,13,3,2.6,5.524,0,0,0
1502,41.481536,19.8,2.8,3.5,4.163,0,0,0
1744,38.858594,20,7.5,6.7,10.954,0,0,0
1377,33.196354,21.4,4.1,3.2,5.755,0,0,0
1426,4.055434,11.6,6.8,5.3,12.569,0,0,0
1626,20.648251,15.2,11.3,8.1,17.002,1,1,1
1510,8.888554,9.6,11.5,8.3,20.207,0,0,0
1584,2.281433,15.4,15.1,9.9,23.701,0,0,0
1550,8.050441,10.1,14.3,10.8,23.76,0,0,0
2047,7.629166,69.6,7.4,3.9,19.901,0,0,0
2266,1.440481,48.2,9.6,6.6,22.563,0,0,0
1827,95.686237,40,18.9,11.2,30.41,0,1,0
1940,9.892464,36.3,8.6,6.4,21.888,0,0,0
2351,12.765148,46.8,11.5,5.9,24.211,1,1,0
2419,33.039657,51.5,9.5,5.2,18.249,1,0,1
2309,70.380969,57.7,13.9,7.5,21.375,0,0,0
1536,77.094861,30,4.6,3.4,7.627,0,1,0
1496,55.989872,31.6,5.1,4.5,7.125,0,0,0
1519,45.394319,35,6.3,5.2,9.387,1,0,0
1802,74.929568,31,8.1,5,11.258,0,0,0
1905,10.492553,29,13.3,11,19.651,0,0,0
1913,45.05187,42.9,11.3,8.8,20.172,0,1,0
1807,52.426535,31.4,12.1,7.7,19.196,0,0,0
1682,80.303281,44.2,16.9,11.1,26.837,0,0,0
1427,13.31338,19.2,3.4,4.4,7.08,0,0,0
1604,31.312276,12.7,1.9,3.3,3.738,0,0,0
1350,36.370283,17.8,5.8,3.8,6.577,1,0,1
1497,6.289526,36.9,4.8,4.2,10.271,0,0,0
1477,35.895567,22.4,2.5,2.3,6.945,0,0,0
1529,25.084025,27.6,4.4,5,7.321,0,0,0
1591,21.489845,16.8,5.9,4.1,6.369,0,0,0
1654,68.155124,19.2,7.4,5.1,10.44,0,1,0
1643,60.718348,11.4,5.5,3.4,7.607,0,0,0
1511,36.290068,15,4.4,4.1,5.772,0,0,0
1774,88.546195,14.7,3.8,3.3,6.832,0,0,0
1669,71.111113,14.7,3.9,3.8,7.97,0,0,0
1870,53.080938,20.2,8.7,4.8,10.721,0,2,1
1617,70.902018,17,4.8,3.8,7.311,0,0,0
1731,29.495824,29.5,8.1,4.2,8.241,0,0,0
1585,4.023376,40.3,7.9,7.5,15.968,0,0,0
1669,17.886335,29.4,8.8,5.3,10.473,0,2,0
1503,20.279492,31.3,11.8,12.2,17.647,0,0,0
1590,27.068947,46.2,4.6,3,4.554,0,0,0
1391,43.463662,40.3,8.3,6.3,9.978,0,0,0
1663,53.089259,27.2,6.6,5,7.519,1,1,0
1688,22.927057,30.3,13.9,9.8,19.628,0,0,0
1727,27.207845,29.3,3.5,2.9,4.074,0,0,0
1607,44.662327,31.3,14.9,10.5,19.065,0,0,0
1611,23.350835,40.5,2.6,2.6,3.114,0,0,0
2013,69.763095,40.4,6.5,6,9.321,0,0,0
1363,73.861571,26,14.1,11,21.292,0,0,0
1987,54.934968,34.1,10.1,7.6,15.274,1,4,1
2331,26.421507,60.4,17.4,9.7,24.901,0,0,0
2011,96.623821,71,15.1,9.7,24.08,0,0,1
1828,60.677938,62,10.7,8.1,18.599,0,0,0
2156,67.21997,78.6,10.6,6.3,15.991,1,0,0
2315,62.7057,68.1,12.7,7.3,21.801,0,0,0
1793,91.162134,67,17.6,10.3,26.093,0,0,0
1855,69.204542,75.8,13.5,8.2,21.072,0,2,1
1973,161.343226,64.5,20.1,11.7,31.917,0,0,0
1732,6.470902,26.1,8.5,5.7,11.192,0,0,0
2325,53.46313,24.2,7.1,4.5,10.037,0,0,0
1877,32.11446,27,9.9,6.7,16.8,0,0,0
2424,37.163048,31.5,11.3,5.9,15.001,2,1,0
1327,34.671937,25.1,5.2,4,8.295,0,0,0
1841,8.27529,30,8,6.2,12.74,0,0,0
1725,87.572618,64.9,13.4,9.8,21.242,0,0,0
1747,86.505593,51.4,18.4,12.9,29.205,0,0,0
1887,80.489056,64.1,20.1,11.8,30.981,0,6,1
2888,84.392084,50.7,17.2,9.2,25.275,0,0,0
1793,25.805697,59.5,21.3,14.2,36.03,1,1,0
2321,136.31506,75.9,19.6,12.2,32.981,0,5,5
2040,18.028105,73.9,14.9,6.3,21.013,0,2,0
2174,52.992033,63.2,22.3,14.2,34.585,0,0,0
1425,31.667689,31.6,4.7,3.3,8.183,0,0,0
1555,62.567144,29,14.2,10.8,23.569,0,0,0
1918,16.967981,27.6,4.9,3.4,6.058,0,0,0
1363,23.607246,27,7.3,7.8,12.172,0,0,1
2208,72.284125,29.7,8.8,5.6,12.343,0,0,0
2310,33.605228,26.5,13.4,9.2,21.833,1,3,0
1515,25.057257,42.1,4.2,4.4,7.515,0,0,0
1457,80.167801,28.7,5.8,3.6,10.195,0,0,0
1538,25.5691,23.7,16.3,12.5,29.904,0,0,0
1805,54.957783,31.8,16.4,9.2,19.737,0,0,0
2083,37.372702,32.9,20.5,12.2,29.236,0,1,2
1776,140.179834,42.8,8.5,5.5,17.141,0,0,0
1788,32.497187,23.2,9.5,5.5,19.294,0,0,0
2828,76.589976,37.8,15.3,11.3,28.751,0,0,0
1764,21.488799,26.2,19.7,11.7,27.692,0,0,0
1801,64.786091,35.4,18.8,12.5,35.075,0,0,0
2621,104.08076,46.3,14,7.5,20.428,0,4,0
1819,76.179981,29.4,21.4,14.9,35.344,0,0,0
1701,49.050463,25.5,11.4,8.3,17.549,0,0,0
4515,72.877239,37.5,16.8,9.1,28.501,0,0,0
1436,10.410275,14.2,11.8,9,17.077,0,0,0
1448,31.076236,14.6,8,4.9,9.663,0,0,0
2156,50.450335,23.6,6.2,4.3,8.346,2,0,1
1564,43.055616,22.4,6.4,4.7,9.06,0,0,0
2315,46.920982,23.6,5.2,4.4,7.147,0,0,0
1594,14.847155,15.1,9.2,6.9,12.169,0,0,0
1673,40.704095,12.2,5.8,4.7,7.115,0,0,0
1894,62.642658,54.2,17.7,11.7,27.799,0,0,0
2067,57.282654,46,8.9,5.4,14.753,1,0,0
2222,163.664783,66.3,21,12.6,29.802,0,2,0
1965,70.800552,56.8,20,12.2,30.671,0,0,0
1896,35.121957,70.8,8.2,5.2,14.322,0,0,0
1561,48.849802,60.3,28.6,17.2,42.956,0,0,0
1769,126.114391,81.2,10.1,5.7,19.602,0,0,0
1746,78.314078,81.5,18.6,9.1,25.05,0,0,0
1643,15.085505,27,21.9,12.4,32.004,0,0,0
1797,28.339069,35.1,12.1,9.7,21.154,0,0,0
1932,79.483414,30.5,14.4,10.1,29.539,0,0,0
1990,61.33115,36,15.2,9.2,21.816,0,0,0
1689,66.787559,32.6,15.3,9.4,29.289,0,0,0
1662,113.725357,29.8,20,13.7,36.121,0,0,0
3736,29.182355,41.4,16.8,10.5,27.843,3,4,1
2025,28.254969,47.4,8.2,5,14.607,1,0,0
1667,166.646057,38.5,11.4,6.1,16.965,0,0,0
1884,51.32137,31.8,14.4,8.8,25.437,0,0,0
2296,97.316559,34.3,14.9,9.8,23.82,0,1,0
2559,10.357281,34.5,14.3,9.2,25.75,0,0,0
1745,51.580043,29.7,15.8,11,28.577,0,0,0
1421,83.211478,32.3,24.6,14.6,34.677,0,0,0
1409,15.519521,32.6,19.1,11.8,32.826,0,0,0
1606,32.181433,32.8,8.1,6.3,15.794,0,0,0
1786,95.76882,35.3,24,13.8,34.25,1,0,0
2999,57.972409,25.8,8.4,4.4,18.186,1,0,0
3109,50.097056,47,22.3,12.5,34.247,0,0,1
1727,79.524002,19.7,11.8,6.2,21.331,0,0,0
3431,173.838374,41.4,21.1,11,31.74,0,0,0
2014,91.590321,15,5.2,4.4,9.196,0,0,0
1657,110.233281,18.1,7,4.6,13.41,0,2,2
1325,62.390111,15.8,3,2.2,5.356,0,0,0
1573,22.213895,31.7,21.5,13.8,30.321,0,0,0
1538,73.230926,14.2,5.1,3.6,12.117,0,0,0
1548,97.430399,18.5,5.8,3.7,10.811,0,0,0
1727,81.332114,17.9,4.5,3,7.341,0,0,0
1658,81.745424,25.3,14.3,10.6,21.712,0,0,0
1557,43.351027,20.9,7.1,5.3,12.295,0,0,0
1427,30.771408,19.2,7.3,4.7,10.479,1,0,0
1728,47.189132,15.9,5.3,4.7,9.854,0,0,0
1460,139.709403,21.7,13.2,8.9,24.639,0,0,0
1879,96.254703,18.4,6.9,4.8,11.422,0,0,0
1671,104.107181,12.5,8.3,6.2,12.129,0,0,0
1703,29.184683,80.1,12.1,6.7,23.659,0,3,0
2073,73.795888,83,8.8,6.3,18.791,0,0,1
1814,112.110298,71.5,16.2,10,28.48,0,0,0
1878,45.584025,83.2,8.2,5.4,16.639,0,0,0
2167,82.46328,75.8,14.4,9.1,24.141,0,0,0
1866,104.695932,51.1,27.4,17.1,37.79,0,1,0
2367,21.09347,73.4,17.3,9.6,23.215,0,1,0
2045,67.544971,33.1,8.8,6.1,18.708,0,0,1
1786,62.058414,28.5,12.8,8.8,21.737,0,0,0
2171,13.600207,42.3,15.6,9.5,24.445,0,0,0
2179,46.836714,38.5,11.4,7.8,23.759,1,0,0
2070,84.112026,52.3,15.2,9.7,21.842,0,0,0
2047,60.264566,37,17.7,10.8,27.052,0,0,0
1867,39.120444,39.8,14.9,7.4,24.229,0,0,0
2123,91.850574,32.1,13.4,8.2,25.724,2,0,0
1596,88.30518,29.9,16.5,10.2,26.574,0,0,0
1518,94.058094,26.8,16.9,10.3,27.138,0,0,0
2106,13.632524,30,10.6,5.4,16.844,0,0,0
1434,78.3752,14.1,8.1,5.8,15.557,0,0,0
1928,93.268559,37.4,16.4,8.8,26.622,0,0,0
1610,48.058981,39.4,25.3,15.4,35.261,0,0,0
2060,63.652933,31.8,19.3,11.3,31.415,0,0,0
1713,68.621744,34.1,25.6,13,38.199,0,1,1
2097,68.780442,36.1,15.3,8.6,21.091,0,0,0
1923,58.384466,31.9,17.5,13.7,30.406,0,0,0
1844,95.785102,22.6,9,5.6,15.969,0,0,0
1739,11.208058,30.5,17.8,11,26.724,0,0,0
1798,20.290006,31.5,9.7,7.4,21.015,0,1,0
1869,51.423545,34.1,18,9.2,26.874,0,0,0
1784,90.314307,36.5,12,7.9,18.663,0,0,0
2046,40.054127,30.1,8.6,4.9,14.622,0,4,0
1623,15.310646,40.3,22.4,14.5,35.997,0,0,0
1589,62.119193,22.2,10.2,6.8,17.155,0,0,0
1603,37.219563,19.9,6.2,4.6,13.082,0,1,0
1697,77.129513,81.3,10.1,7,16.027,0,0,0
1858,70.442023,81,12.7,6.2,18.826,0,0,0
2468,87.264931,68.8,16.9,9.8,25.894,0,0,0
1773,66.647786,73.9,12.4,8.3,20.065,0,0,0
1793,89.909524,78.7,12.3,7.2,22.887,0,0,0
1725,66.392595,78.9,16.7,11.6,28.246,0,2,1
1687,80.545432,73,9.5,6.8,21.671,0,1,0
1670,71.205936,84.8,10.2,7.6,16.44,0,0,0
1566,41.810688,76.9,9.8,7.1,18.608,0,0,0
1763,165.604064,74.7,21.3,13.6,28.971,0,0,0
1978,51.145708,74.9,12,5.9,17.193,0,1,0
2190,40.688385,74.6,14.9,8.1,23.111,0,0,1
1920,76.954111,74.5,8.9,5.5,17.06,0,0,0
1521,86.542755,82.7,17.8,9.2,23.712,0,0,0
1771,53.943216,78.4,10.3,7.3,19.386,0,0,0
1902,24.479306,61.7,26,15.9,38.259,0,0,0
1757,77.33421,67.3,22,15,32.83,0,2,0
1785,31.550688,82,11.6,6.8,20.411,0,0,0
2042,93.147195,79.4,10.5,6.2,16.552,0,0,0
1700,22.024634,87.5,19.5,10.9,31.385,1,29,0
2022,26.407188,75.8,22,11.2,30.834,0,0,0
1780,108.995169,74.3,7.2,5.7,14.789,0,0,0
1945,116.616782,82.1,7,3.5,18.568,0,0,0
2368,130.954424,70.6,13.6,7.2,26.128,0,0,0
3045,89.097357,75.6,10.5,6.1,21.183,0,7,3
2647,99.623332,56.4,13.9,8.6,22.949,0,0,0
2342,90.279538,62.2,13.5,6.7,25.375,0,0,0
2334,146.121873,73.7,21.1,11.8,29.885,0,0,1
2241,117.320267,70.2,13.5,8.9,23.875,0,0,0
2996,139.431692,70.3,10.3,5.9,20.096,0,0,1
2059,102.365122,60.7,15.5,9.6,26.623,0,2,0
2446,14.505334,78.4,15.1,8.1,23.751,0,0,0
1764,121.619936,79.8,13.7,6.8,19.225,0,0,0
1745,92.640574,75.1,12.5,7,18.402,0,0,0
1762,58.635186,68.8,8.3,7,14.702,0,0,0
1815,44.157337,48.5,7.2,6.8,14.654,0,0,0
1845,66.552653,48.7,6,5.9,12.671,0,1,1
1227,101.374069,30.5,7.5,6.6,14.958,0,0,0
1830,79.794822,43.2,5.3,3.2,8.719,0,1,0
1317,59.789649,25.1,4.3,3,9.969,0,0,1
1496,70.736864,40.6,8.6,5.8,14.745,0,0,0
1980,108.716087,80.1,12.8,6.5,18.802,0,0,0
1969,68.060724,87.1,9.5,5.9,16.528,0,3,4
2635,114.19377,75.4,5.9,3.7,17.234,0,0,0
2316,100.738856,71.1,14.6,7,21.955,0,0,0
2880,111.206293,69.8,17.4,11.6,28.32,1,0,0
1753,167.530008,73.9,16.4,9.1,23.173,0,0,0
1529,53.678071,74.3,11.8,7.7,17.794,0,0,0
1862,59.946096,28.2,14.5,9.7,20.952,1,1,0
2000,56.523829,31.2,9.1,7.2,15.455,0,0,0
1711,65.313772,30.9,24.5,14.6,38.698,0,0,0
2006,41.701239,27.7,8.3,5.8,15.821,0,1,0
1616,58.446487,17.4,9.7,8.1,17.739,0,0,0
1634,63.710032,50.7,19.2,10.2,26.691,2,0,0
1628,533.341545,59.7,33.1,20.9,49.21,0,0,0
1911,62.856264,59.5,8.6,4.7,14.573,0,0,0
2521,77.7091,50.3,8.6,4.5,13.828,0,0,0
1590,17.816513,70.6,6,4.7,15.65,0,0,0
1895,75.87097,39.5,11,8,19.551,0,0,0
1819,4.808889,59.4,5.8,3.3,11.412,1,0,0
1696,36.805267,51,6.4,4,13.359,0,0,0
1914,49.455109,51.4,7.5,5.4,16.185,0,0,0
1993,66.466689,43.7,15.8,12.1,26.437,0,0,0
2452,55.822003,36.6,9.8,6.2,18.175,0,0,0
2842,122.769633,33.6,6.5,4.1,12.087,0,0,0
2707,84.800892,31.8,15.8,8.6,24.157,0,0,0
1592,18.367644,31.6,21,14.7,37.807,0,1,0
1689,90.210611,18.4,7.5,4,11.415,0,0,0
1622,138.189399,24.3,13.3,10.4,19.261,0,0,0
1460,95.863509,15.6,5.5,4.7,10.253,0,0,0
1625,32.749141,34,6.3,4.9,10.73,0,0,0
2068,48.068595,28.8,10.2,6.5,16.106,1,0,0
1824,71.094811,20.1,10.5,5.5,15.502,1,1,1
1620,281.199472,44.5,32.5,18.1,42.957,0,1,0
1821,153.568947,31.1,12.2,7.7,22.394,0,3,0
2174,127.63974,17.1,10.5,6.3,20.191,2,1,1
2366,208.409031,52.3,21.6,12.2,31.847,0,3,0
2481,254.687518,23.3,11.8,8.3,17.454,0,0,0
1738,168.889356,15.9,13.8,9.1,19.741,0,0,0
1636,97.785721,12.2,7,5.6,13.447,0,0,0
1833,262.975088,34,18.6,10.8,27.789,1,0,0
2536,190.034233,41.3,21,12.4,29.535,0,0,0
2718,388.038977,38.3,22.1,11.1,27.328,0,1,0
2556,78.168699,34.7,16.1,10.6,22.281,1,0,0
2516,196.416783,31,17.7,9.4,24.912,0,0,0
2435,195.911602,29.4,15.2,8.3,25.684,0,0,0
2542,71.798866,34.1,18.3,10.3,29.96,0,0,1
1760,282.025701,37.3,26.8,13.8,35.167,0,0,0
1656,89.034029,41.7,20.8,14.7,30.958,1,1,0
2642,185.641299,36.7,12.9,8.6,21.801,0,0,1
2243,175.021655,35.3,15.5,9,27.046,0,2,0
1793,124.228612,30.9,29.5,19.8,44.476,0,1,0
1937,176.24639,17.3,7.8,5.3,14.035,0,1,0
1817,455.885604,44.7,26.3,17.4,38.505,1,1,1
2534,166.006125,36.9,25.8,14.7,34.594,0,1,0
1356,121.339046,24.6,15.6,8.8,22.402,0,0,0
1855,198.385941,17.5,9.6,6.5,19.385,0,0,0
1689,99.219334,17.9,10,7.2,16.71,0,0,0
2341,239.995096,42,31.2,18,40.041,0,1,0
1814,165.956412,21.2,16.4,11.8,28.168,0,1,0
1475,187.696095,26.2,24.2,16.9,36.798,0,0,0
1939,232.164993,32.2,19.7,11.6,28.536,0,0,0
2660,89.923607,24.6,6.6,3.3,14.573,0,0,0
1765,631.364846,35,21.1,11.2,29.084,0,0,0
1709,87.734843,29.1,17.2,10.9,24.493,1,0,0
1689,118.904532,22.9,15.5,10.8,26.051,0,0,1
1896,163.241283,42.2,15,9.5,27.235,0,1,0
1728,170.906898,20.6,18.6,15.9,31.027,0,0,0
2254,181.714111,32.7,16.8,9.4,30.4,0,6,5
3608,195.801214,34.2,12.5,6.7,24.496,1,1,2
1953,125.339952,50.5,29.1,22,47.055,0,5,0
1655,233.939389,27.3,12.3,6.7,18.532,0,0,0
2676,173.335259,56.7,26.4,14.9,40.543,0,2,1
2408,274.877686,40.6,23.5,14.7,33.51,0,6,3
1647,358.799062,51.7,33.6,21.9,45.005,0,1,0
2007,207.546803,50.2,26.8,17.1,35.801,0,0,0
2176,78.412371,23.8,16.4,11.4,24.682,0,0,0
2057,148.259027,18.4,11.4,7.2,17.378,0,2,0
2533,151.932375,17,7.6,5.2,16.104,0,1,0
1702,220.545226,35.2,26.4,17.1,34.846,0,1,0
1732,211.370668,18.1,9.3,5.4,15.801,0,2,1
1871,124.060298,32.2,12.9,7.1,19.06,0,0,0
1575,159.73997,21.3,11.3,8.9,17.889,0,1,0
1566,156.602553,20.2,11.1,7.9,15.807,0,0,2
1917,170.379857,24.5,9.1,7,13.325,0,7,1
1644,130.615483,46,24.6,17.7,39.897,0,1,0
1673,217.515921,36.9,16.4,9.2,22.829,0,0,0
2096,306.990133,50.7,26.3,16,38,0,1,0
1597,176.962575,35.2,17.5,11.1,22.426,0,0,0
1508,249.119944,37.4,19.5,12.6,29.443,0,0,0
1594,111.447247,20.8,10.7,6.5,16.43,0,0,0
1416,230.275842,36.3,27.2,21.5,39.869,0,0,0
1354,105.106662,27.9,18.1,13.6,27.776,0,1,0
1476,154.139861,33.6,19.3,11.9,24.102,0,1,0
1808,122.414833,45.4,31.5,21.9,44.134,0,0,0
1578,198.326466,23.7,16.3,8.9,20.645,0,0,0
1836,206.098518,44.8,30.7,18.9,38.826,0,0,0
2209,121.441821,24.4,10.9,8.2,20.717,0,2,0
1708,173.304246,31,16.7,12.2,33.113,0,1,0
1957,156.022384,30.9,21.3,12.2,30.946,0,1,0
3979,242.129056,43.3,19.7,10.9,28.236,0,0,0
2524,161.425549,43.6,21.3,12.8,31.553,1,0,1
2267,286.760676,34.5,23.1,14.8,36.783,0,0,0
1731,175.580923,25.6,19,13.2,29.312,0,0,0
2381,99.682477,25.8,11.1,7.6,20.118,0,1,0
1746,60.762283,30.6,15.9,11.1,29.977,2,1,2
1521,126.643978,32.2,19.9,11.5,27.333,0,3,0
1909,305.011471,32.1,17.5,10.2,28.721,0,0,0
1480,380.374916,39.8,32.4,23.1,50.095,0,0,0
2382,101.650068,30.5,17.6,12.5,30.891,0,3,0
1568,124.563333,23,12.3,8.2,22.198,0,1,0
2119,176.102559,31.6,20.4,11.4,32.142,0,0,0
1785,198.082319,22.9,17.5,10.7,27.576,0,1,0
1933,165.989085,51.9,25.1,15.4,39.066,0,0,0
2147,149.340533,25.5,12.3,6.6,18.595,0,2,0
1726,259.17924,31,17.7,12.7,26.351,0,1,0
1506,198.586738,38.9,23.2,13.9,28.936,0,0,0
1692,222.074523,51.5,27.4,15.7,37.168,0,0,0
1745,193.666818,29.3,28.6,20.9,46.454,0,0,0
1856,149.340043,36.2,24.3,16.4,34.3,0,0,0
2049,169.302534,23.5,9.6,8.5,18.889,0,0,0
1663,149.020773,37.3,24.2,15.2,36.106,0,1,0
1454,114.146236,36.6,18.5,12.2,32.105,0,0,0
2136,139.752638,20.7,9.9,8.3,16.985,0,0,0
2077,216.52775,15.3,7.7,5.7,13.703,0,0,0
1604,171.248672,30,27.4,21.1,42.268,0,1,0
2162,147.691527,16.5,7.5,5.4,13.879,0,0,0
2190,176.73592,22.5,9.7,6,16.098,0,0,0
2163,236.305403,27,24,14.8,36.247,0,0,0
2039,126.219435,22.2,11.8,7.8,22.216,0,0,0
2173,135.43143,34.4,15.8,10.1,25.019,0,3,0
1222,176.568826,21.8,15.9,10.3,23.575,0,0,0
2143,199.476521,32.2,20.7,12.9,32.118,1,1,0
2067,137.268223,17.8,14.5,9.4,21.479,0,1,0
2056,269.033639,31.5,24.1,13,32.282,0,0,2
1597,252.279002,39.6,23.1,14.9,38.934,1,0,1
1802,169.182434,18.4,9.5,6.1,16.852,0,0,0
1582,130.582635,17.1,14.2,11,25.903,0,0,0
3051,159.702492,25.9,15.2,8.4,23.761,2,0,1
1899,185.494324,44.5,25.5,19.8,37.376,0,2,0
1725,162.557879,29.7,13.6,8.1,22.828,0,2,0
1693,152.99655,28,17.7,12.1,26.952,0,0,0
1942,149.527829,38.8,23.3,14.3,31.573,0,1,0
2148,193.756739,28.7,17.6,11.2,24.642,0,0,0
1707,283.471471,36.7,21.6,15.6,31.444,0,0,0
1692,189.341336,39.4,22.1,16.1,33.321,0,0,0
1616,145.618028,41.3,26.1,18.6,38.606,0,1,1
1962,237.558451,35.7,2.3,1.5,11.548,0,1,0
1629,194.404353,20.7,3.8,2.1,10.093,0,0,1
2317,128.465185,50.9,15.8,10.9,25.028,1,2,0
1357,232.582932,35.6,8.6,5.5,18.289,0,0,0
1442,273.375398,24.2,2.2,2.2,11.528,0,0,0
1496,85.112101,24.2,3.3,2.5,10.4,1,1,0
1868,85.774292,28.8,1.5,0.9,12.656,1,0,0
1463,67.135425,21.2,1.5,0.6,11.072,0,0,0
1387,60.438363,24.9,2.7,1.7,9.557,0,0,1
1521,83.076793,24.4,2.4,1.1,10.933,0,2,0
1206,122.756775,16,1.3,0.4,12.856,0,0,0
1497,276.896817,28.3,19.5,14.4,28.418,0,0,0
1293,80.917789,19.8,2.3,2.1,10.045,0,0,0
2162,75.86299,27.9,4.4,3.7,9.697,0,0,0
1541,67.081358,21.4,3.5,1.9,10.756,0,2,0
1818,83.34797,17.7,2.4,2.5,12.075,0,2,0
1364,156.667368,18.7,7.4,7,16.243,0,0,0
1278,412.643953,35,21.3,16.6,34.531,0,1,0
1642,158.519425,39,21.5,17,35.373,0,0,1
1745,170.473468,36.9,21.5,16.4,36.708,0,0,1
1559,186.926488,37.6,21.8,13.1,31.366,0,0,0
1379,187.558263,19.1,8.3,5.8,19.197,0,1,1
1546,348.423889,27.3,5.6,3.8,15.607,0,0,0
1613,129.266962,24.6,2.4,1.3,10.461,1,0,0
1427,239.691824,22.3,4.3,3.4,11.093,0,0,0
1363,268.274292,15,1.2,0.6,13.106,0,0,0
1321,162.942206,22.7,1.1,0.5,11.108,0,0,0
1449,155.677624,35.7,11.1,10.2,25.779,0,0,0
1234,120.360805,35.1,27.3,17.7,37.672,0,0,1
1271,152.719433,25.8,15,11.7,26.462,0,0,0
1012,2304.068776,54.2,36.3,22.2,47.396,0,0,0
1387,191.608223,42.4,28.7,22.2,42.608,1,1,0
1377,99.720247,17.9,8.4,5.2,17.02,0,0,0
1449,327.117647,22.6,12.6,9,21.021,0,0,0
1313,122.503204,34.2,16.2,12.5,30.857,0,0,0
1571,211.438343,28.2,8,6.5,22.142,0,0,0
1472,208.294862,35.4,15.8,10.3,29.533,0,0,0
1572,323.638654,27.8,6.8,5.5,17.215,0,0,0
1475,197.071399,41.8,11.1,8.9,23.704,1,4,0
1526,233.911854,44.8,26,17.3,39.773,0,0,0
1960,37.066491,58.5,29.7,17.5,41.748,0,3,0
950,143.077655,52.9,37.9,25.6,57.097,0,0,0
1025,66.091322,52.2,32.5,22.1,45.147,0,0,0
1545,230.872787,55.7,31.7,22.4,45.479,0,2,3
1588,160.052942,35,20.9,17,37.842,0,1,0
1156,193.68,59.4,38.9,31.7,59.009,0,0,0
1369,554.089048,40.2,12.9,8,23.406,0,0,0
1622,129.127513,17.4,2.4,1.1,10.18,0,2,1
1494,113.371793,13.9,1.3,0.7,11.416,0,0,0
1251,124.094216,17.8,6.8,4.3,15.041,0,0,0
1279,228.906302,34.3,15.9,10.3,26.044,0,1,2
1351,118.025056,19.7,1.2,1,9.933,0,0,0
1475,42.966412,32.5,3.4,1.3,9.506,0,1,0
1658,154.095463,28.1,2.1,0.5,7.26,0,0,0
1644,102.629193,33.5,10.7,8.5,20.684,0,0,0
1765,210.676437,43.1,14.2,10.3,22.328,0,0,0
1606,80.498921,21.1,1.2,0.9,9.26,0,0,0
1510,159.465817,30.5,11.4,7.6,19.675,0,0,0
1451,84.000362,40.5,31.7,20.2,41.357,1,0,0
1670,86.261881,16.3,2.9,1.9,11.335,0,1,1
