Pop,Pop Density,Ethnic Minorities,Income,Employment,IMD,Num of Cs,Num of  Is,Num of Ss
1342,132.837197,32.4,28.9,19.5,38.9,0,0,0
1257,98.605737,21.6,9.3,7,19.842,0,1,1
1286,233.581245,25.2,10.7,7.8,20.025,0,0,0
1340,111.035449,19.4,5.9,5.1,14.928,0,1,0
1635,249.480782,21.2,12.3,9.1,20.135,0,0,0
1616,66.414885,49.6,31.3,18.2,41.177,1,0,0
1582,128.148664,32.5,19.9,14.9,33.862,0,2,0
1315,150.155174,52.9,32.2,17.2,41.706,0,0,0
1022,254.727729,62.1,30.4,21.5,44.248,0,0,0
1149,334.33391,40,28.1,21.9,40.49,0,0,0
1340,135.468478,18.4,10.8,6.5,17.09,0,0,1
1776,136.621259,21.2,3.3,2.5,11.744,0,1,0
1360,140.851562,27.6,9,7,21.59,0,1,0
1364,392.80182,24.4,8.4,5,19.621,0,1,0
1445,114.266998,18.9,4.9,2.5,14.819,0,0,0
1444,226.861359,27.2,2.2,1.1,12.569,0,1,0
2454,323.148153,35,3.2,1.8,10.9,1,0,0
1175,114.851355,26.7,3.8,1.9,8.169,0,1,0
1741,106.797256,20.8,1.2,0.9,8.969,0,0,0
1448,267.767918,28.9,2.3,1.1,9.515,0,0,0
1939,225.594571,31.9,2.4,1.7,8.544,0,0,0
1732,142.808967,22.8,12.6,8.7,21.771,0,0,0
1755,152.848389,23.4,9.5,8.6,19.923,0,0,1
1410,183.263089,10.4,2,1.7,11.214,0,0,0
1736,131.056207,17.2,3.7,1.8,10.304,0,0,0
1432,115.443643,20.4,9.3,4.7,15.663,0,0,0
1838,129.288612,18.2,3.4,1.3,9.458,0,0,1
1544,214.292862,20.6,13.5,11.3,21.45,0,0,0
1601,119.632634,13.9,1,0.8,8.274,0,0,0
1303,39.208844,11.4,7.2,1.9,16.507,0,0,0
1657,142.819329,18.9,4.9,3.6,10.759,0,0,0
1645,144.884571,11.4,1,0.3,7.616,0,0,0
1099,105.551246,54.6,33.3,22.8,45.079,0,0,0
1472,95.481283,43,29.4,19.6,44.52,0,0,0
1783,84.319967,36,21,15.8,33.044,0,1,0
1374,286.647365,47.9,41.1,27.5,52.561,0,2,0
1284,116.440216,26.8,15.7,10.5,26.916,0,0,1
1938,201.885957,26.2,19.3,14.6,29.726,0,0,0
1505,115.338892,18.5,10.1,6.5,16.317,0,0,0
1656,127.774406,13.9,2.5,1.5,12.544,0,0,0
1818,152.806213,18.9,5.9,3.2,13.905,0,1,1
2215,189.157589,28.1,10.7,6.2,18.046,0,0,0
1629,94.112133,13.9,3,1.2,8.875,1,0,0
1381,59.137375,32.1,4.8,4.7,8.064,0,0,0
1477,33.267189,27.7,4.6,5.4,8.236,0,0,0
1477,52.719327,21.2,3.5,3.4,4.073,0,0,0
1839,42.946472,34.3,6.8,4.5,12.197,0,0,0
2103,26.872301,42.8,11.9,6,15.611,0,0,0
1622,33.869995,18.6,3.9,3.7,5.052,0,0,0
1687,88.248076,23.4,9.6,5.9,15.232,0,0,0
1604,39.910922,13.8,6.3,4.1,9.061,0,0,0
1801,140.039034,25.4,22.1,13,30.061,0,0,0
1501,65.399764,13.8,2.5,3.3,3.339,0,0,0
1629,87.89578,16,6.5,4.9,11.459,0,0,0
1608,53.012307,16.2,4.4,3.7,7.351,0,1,0
1627,70.029449,32,8.6,6.4,12.635,0,0,0
1941,63.150797,33.5,13.1,9,16.639,0,1,3
1631,23.551904,23.7,4,4.6,8.833,1,0,0
1882,71.21148,34.7,8.7,5.1,11.051,0,1,1
2030,76.593224,34.6,7.2,4.5,11.45,1,2,0
2066,110.908268,36.2,19,13.5,26.643,1,1,0
2133,146.74231,18.6,12.1,8.7,15.439,0,0,0
2234,118.919008,16.6,3.1,3.2,3.665,0,0,0
2266,110.088573,24.2,6.1,3.6,8.24,0,1,0
1862,135.101406,15.6,3.1,3.2,5.062,0,0,0
2164,80.48425,15.8,3.9,3.8,4.776,1,0,0
1655,53.659373,19.8,9.4,7.1,12.767,0,0,0
1664,65.711042,16.1,11.4,9.6,18.071,0,0,0
1630,27.102981,12.3,6.1,4.1,9.426,0,0,0
1397,83.552791,10.1,6.8,5.9,10.777,0,0,0
1430,47.842934,13,10.3,8.2,16.752,0,0,0
1391,44.682227,18.3,8.6,6.1,13.363,0,0,0
1552,86.517019,9.3,5.9,4.5,9.082,0,0,0
1472,30.805125,10,4.9,4.7,8.721,0,1,0
1586,49.544641,9.7,4.9,3.4,7.288,0,0,0
2213,4.427174,18.2,13.7,9.1,17.875,0,0,0
1924,58.813028,16.7,8.1,5.3,9.745,1,0,0
1662,16.345913,11.5,14.4,7.8,17.972,0,0,0
1813,77.697833,22.4,5.6,3,5.416,0,0,0
1668,11.384241,32.6,3.3,2.9,6.26,0,0,0
1615,14.084536,39.1,2.9,2.4,7.065,0,0,0
1471,52.106747,35.8,13.6,4.3,12.215,0,0,0
1601,31.527121,39.1,7.6,4.8,14.326,0,2,1
2219,38.659401,33.9,4.1,2.2,7.327,0,0,0
2002,87.534409,45.4,11.9,6.6,14.322,0,0,0
1788,115.029964,20.2,5,3.8,6.841,0,0,0
1409,32.597837,37.8,2,2.2,3.101,0,0,0
1755,67.41983,41.1,5.2,2.6,6.07,0,0,0
1607,46.007809,32.2,6.4,5.6,7.367,0,0,0
1856,97.42954,37.2,7.7,4.8,12.943,0,1,0
1957,110.156224,33,9.7,3.9,9.886,0,0,0
3469,108.1314,24,9.7,5.2,17.289,0,1,0
2053,47.53422,25.6,9.4,6.9,12.957,0,1,0
2018,39.362306,13.7,6.6,4.6,9.456,0,0,0
2719,173.274065,17.4,3.6,2.9,5.324,0,0,0
3223,54.874713,31.2,5.8,5.4,14.52,3,0,1
1901,388.918702,45,30.1,19.4,40.913,0,0,0
1760,55.72879,28.8,12.4,7.9,21.15,0,0,0
2074,57.977087,19.3,9.8,5.5,12.432,0,0,0
2359,136.500342,27,9.3,5.3,13.608,1,1,0
1553,49.872067,38.8,16.5,9.4,23.106,0,0,0
2085,110.736037,28.7,11.3,7.5,13.924,0,2,3
1511,46.403295,49.5,10,5.9,12.123,1,0,0
1707,51.879752,19.2,5,4.2,8.143,0,0,0
1747,60.851408,32.2,14.8,9.8,18.446,0,0,0
1899,48.531644,27.9,6.2,5.3,7.414,0,0,0
1549,44.840191,21.9,8.7,6.4,9.478,0,0,0
1418,77.074869,37.7,4.2,4.9,7.43,0,0,0
1563,41.541081,46,7.8,5.7,11.94,0,0,0
1408,42.887153,36.7,9.7,6.3,13.639,0,0,0
1695,32.316782,31.4,5.5,3.8,7.399,0,0,0
1436,54.621394,39.3,12.1,9.2,17.185,0,0,0
1846,110.220635,56.2,10.2,3.6,11.766,0,1,1
1381,34.511796,37,8.2,6.5,12.627,0,0,0
1976,107.381167,23.7,12.2,11,18.608,2,0,0
1865,76.735273,25.6,2.7,2.2,6.657,0,0,0
2031,117.418377,15.5,3.3,1.9,8.627,0,0,0
1748,74.453669,20.1,4.9,3.2,7.626,0,0,0
1607,98.815056,17.9,2.8,2.7,7.648,0,0,0
2829,93.885922,24.4,2.6,1.6,6.631,0,0,0
1653,150.854202,17.7,7.4,4,10.174,0,0,0
1571,50.562688,18.7,5.6,3.5,7.883,0,0,0
1620,35.531795,20.3,3.4,3.1,5.88,0,0,0
1535,76.914936,14.8,4.4,4.9,7.571,1,0,0
1622,80.619712,16.2,3.6,5,8.337,0,0,0
1653,96.356483,21.7,12.5,6.1,14.437,0,0,0
1477,78.707194,23.5,9.5,5.6,14.372,0,0,1
1711,14.442964,30.1,13.8,9.9,19.425,0,1,0
1900,51.653936,37.3,6.8,4.8,12.804,0,1,0
2017,59.6063,22.9,13,7.6,17.542,0,0,0
1776,90.044099,31.1,10.3,6.3,15.301,0,8,1
1557,62.160724,24.8,6.2,3.8,10.869,0,1,0
1561,68.055063,15.7,5,4.3,7.542,0,0,0
1506,49.132014,20.5,6.4,6,7.813,0,0,0
1556,79.791287,18.6,5,3.7,4.72,0,0,0
1488,90.252521,18.8,2.1,1.9,3.164,0,0,0
2189,74.994927,18.7,8.1,5.9,9.258,0,0,0
1539,41.557751,12.1,2.4,3,4.323,0,0,0
1855,75.236662,16.7,5,4.2,6.829,0,0,1
2739,83.511628,48.6,2.9,1.5,12.271,1,1,0
1693,81.267344,30.9,14.1,8.4,26.261,0,1,0
1735,207.067581,51.1,19.2,12,26.682,0,0,0
2843,211.913331,49.2,5.1,3.5,13.265,0,0,0
2029,230.433143,31.7,12.3,10.2,23.436,0,0,0
2219,183.043431,28,8.4,5.4,22.512,0,0,0
2057,118.902394,31.4,11.4,7,18.843,0,0,0
1681,118.648243,40.7,12.2,9,24,2,0,0
2456,129.415112,44.7,18.4,12.6,33.319,0,0,0
1795,224.997258,36.2,12.2,7.6,20.494,0,0,0
2714,179.576703,39.1,11.4,5.3,19.316,0,3,1
1802,152.895157,63.7,22.2,11.3,31.514,0,0,0
2063,125.391575,50.7,15,8.4,21.733,0,0,0
1572,38.675477,16.6,7.5,3.3,17.427,1,0,1
1343,139.315223,11.7,2.3,1.9,10.074,0,2,0
1594,99.156442,21.9,12,7,19.787,0,0,0
1860,123.623509,24.7,11.6,7.1,19.197,0,0,0
2032,185.069702,16.7,6.1,3.6,16.656,0,0,0
1733,285.928679,35.6,17.1,9,23.596,0,0,0
1747,78.770367,39.2,20.2,13.8,31.549,0,3,0
1604,129.879952,24.5,7.8,5.5,14.91,0,0,0
1770,188.661346,30.2,13.5,7.7,18.498,1,1,0
1600,140.295707,25.9,12.2,7.1,24.936,0,1,0
1546,101.784662,31.7,13.8,9.6,24.245,0,0,0
1410,104.909294,44.1,23.3,16.5,38.342,0,0,0
1753,143.761784,16.5,6,3.1,14.932,0,0,0
2465,185.120488,18.8,4.1,2.9,10.643,0,0,1
1291,67.944858,25.8,9.2,6.9,21.291,0,0,0
1574,142.931164,45.3,19.2,11.1,34.66,1,0,0
1117,185.408931,27.8,15.5,11.8,26.014,0,0,0
1617,138.002995,40.9,15.7,9.3,23.727,0,0,0
941,196.634725,76.3,27.1,21.3,43.069,0,0,0
1894,162.447283,74.2,28.2,16.6,38.842,0,0,0
1695,182.616346,68.5,24,15.1,33.936,0,0,0
1742,87.844929,53.8,23.8,13,39.632,0,20,21
1808,148.962449,72.2,27.6,16.5,37.906,0,0,0
1743,228.509039,62,26.7,14.9,39.746,0,0,0
1823,182.06399,39.8,12.2,6.6,27.883,0,0,0
1878,89.04893,61.4,22.1,12.7,36.268,0,1,0
1882,217.370288,71.2,27.8,15.9,40.689,0,0,1
1680,138.429403,28,8,5.9,23.236,0,1,0
2079,244.788011,20.1,6.6,3.7,21.766,0,0,0
1708,136.420145,36.9,16.8,10.2,34.093,0,0,0
1581,235.512797,35.3,17,11.6,29.918,0,1,0
1589,140.649416,49.2,23.6,16.4,36.558,0,0,0
1818,223.220014,32.7,13.5,7.6,24.327,0,0,0
1720,353.894829,58.3,23.1,13.2,39.166,0,1,0
1554,134.851258,63.3,24.8,12.9,36.815,0,0,0
1035,145.585796,47.5,13.6,9.7,37.895,0,0,0
2027,150.45052,33.6,14.7,8.4,22.44,0,1,0
1402,130.363185,52,24.6,16.4,37.714,0,0,0
1503,111.198956,29,5.9,4.8,12.812,0,0,0
1568,124.126769,57.5,27.9,19.5,41.077,0,0,0
1883,51.931215,50,22.8,15.1,37.398,0,1,0
1481,92.059344,34.7,13.6,8.1,20.479,0,1,0
1644,108.772725,47.9,17.9,10.7,28.816,0,0,0
1404,49.908863,41.4,18.8,13.7,32.698,0,0,0
1484,128.525977,58.8,30.9,18.9,43.799,0,0,0
2501,111.583207,30.9,8.7,5.2,16.108,0,2,1
1911,77.163849,21.4,9.9,6.6,16.47,0,0,0
1758,90.325785,49.6,21.7,13.3,30.231,0,0,0
2354,35.41725,37.6,11.6,8.8,24.577,0,3,2
1589,197.282444,67.1,29.2,20.4,42.602,0,0,0
2219,60.687544,44.1,13.2,8,18.536,0,0,0
1867,132.73391,44.1,12.1,6.9,19.571,1,1,1
1697,105.431067,26.5,6.1,3.7,10.834,0,0,0
1753,71.765553,52.3,16.7,12.1,30.785,0,0,1
1818,182.643319,38.3,10.7,7.5,18.517,0,0,0
2023,84.133209,49.2,18.2,12,29.721,0,2,2
1596,142.874842,51.5,20.9,14.5,30.194,0,1,0
1643,106.182545,40.8,11.3,8.9,19.665,0,0,0
1682,180.105457,38,9.6,6.9,19.315,0,0,0
1972,80.723205,38.7,7.8,5.6,16.358,0,0,0
1767,111.184997,60.5,23.1,15.3,31.39,0,0,0
1773,115.078817,59.9,29.7,18,42.482,0,2,0
1586,185.315294,45.6,17.7,10.8,32.424,0,0,0
1820,120.515635,57.9,22.5,11.3,31.444,0,3,0
2348,151.465607,31.1,11.4,7.3,25.416,0,1,0
1602,209.952399,45.5,17,7.9,23.431,0,0,0
1967,121.62821,50.7,25.4,14,36.627,0,0,0
2609,367.848387,62.8,24.6,14.5,33.26,0,0,0
1490,270.691357,38.7,19.6,10.3,30.432,0,0,0
1773,99.909479,27.6,8.6,5.5,19.761,0,0,0
2443,158.732985,28.3,9.6,5.7,25.455,0,1,0
1652,158.391737,44.5,20,14.4,32.154,0,0,3
1509,191.787675,37.6,14.4,7.6,23.401,0,0,0
1822,57.863708,41.7,15.9,8.2,26.601,0,0,0
2020,333.828181,22.6,5.5,3.6,16.907,0,0,0
1580,118.289203,41.8,18.7,11.7,28.222,1,0,0
1832,91.188244,31.1,13.1,10.1,25.93,0,1,0
1674,159.557783,35.3,11.8,6.8,24.638,0,3,1
1911,232.422035,51.5,21.7,11.7,29.263,0,0,1
2173,194.650245,35.8,17.7,11.4,27.175,0,0,0
1977,185.623415,30.2,10.8,6.2,17.52,0,0,0
1594,241.59843,50,21.5,14.9,33.192,0,0,0
2981,118.721056,46.7,14.4,8.9,27.59,0,1,0
2206,149.305008,28.6,9.9,6,17.446,0,0,0
1728,266.403798,61,25.4,15.3,35.303,0,0,0
1855,100.176072,49.7,20.7,14.2,29.912,0,0,0
2194,169.539121,41.8,12.1,7.4,23.176,1,0,0
2407,94.472332,38.9,10.3,6.7,22.363,1,1,0
1721,358.50365,46,12.1,7.6,20.481,0,2,0
1662,65.253823,40.4,9.7,7.9,20.465,0,0,0
2168,107.155628,37.5,11.8,7.5,22.2,0,3,1
2066,99.239387,33.5,14.6,8.2,22.781,1,0,0
2317,119.185961,33.6,9,7,22.028,0,0,0
2714,178.284044,40.3,14.9,10,32.875,0,5,2
1527,261.166537,60.7,25.1,15.4,32.792,0,0,0
2119,229.747772,40.4,14.4,7.8,25.76,0,0,1
1642,107.372649,24.2,10.4,7.1,19.16,0,0,0
1482,161.111876,39.1,18.8,9.9,29.873,0,0,0
1796,231.487031,61,23.2,13.4,30.312,0,1,0
1535,162.60185,48,19.2,12.3,28.68,1,0,0
1789,145.771288,36.9,12.4,8.4,26.097,0,0,0
1558,192.081863,51.5,22.4,13.6,34.369,0,1,0
1798,370.023183,36.3,12.1,6.8,24.33,1,0,0
1966,156.95182,36.3,10.4,6.4,17.362,0,1,0
2120,121.986642,27.5,7,5.4,18.271,0,0,0
1665,121.784986,54.2,21.9,14.8,32.169,0,0,0
1620,90.741199,33.6,14.7,9.2,24.483,0,0,0
1601,96.184359,37.7,12.2,8.6,19.56,0,0,0
1747,179.569309,39,17.4,11.9,31.583,0,0,0
1739,151.3982,40.1,11.1,7.1,23.279,0,0,0
1625,113.498285,55.1,21.2,10.6,29.29,0,0,0
1788,141.251228,18.2,3.9,2.6,10.639,0,0,0
1740,116.394959,55.2,7.9,4.9,13.474,1,0,0
1524,87.188881,62.4,13,6.1,16.888,0,0,0
1842,95.815061,53.5,14.2,9.6,24.037,0,0,0
1461,151.325826,60.5,12.1,6.5,18.167,0,0,0
1472,127.839955,64.4,21.3,14.2,28.82,0,0,0
1537,34.129209,36.6,7.8,5.4,17.38,0,0,0
1944,119.943057,42.2,10.9,6.9,23.589,1,1,0
1663,120.769114,56.2,17.9,10.8,25.101,0,3,0
2112,114.830525,46.7,14.9,9.7,20.607,0,0,0
2016,107.750223,38.4,12.3,7.7,18.954,0,0,0
1966,72.83879,39.6,9.4,6.5,15.204,0,0,0
1938,102.135927,46.5,18.6,10.4,26.483,0,0,1
2013,167.508383,59.7,25.4,13.9,33.077,0,0,0
2184,88.74935,41.5,6.7,4.5,13.041,0,0,0
2429,253.142342,31.6,7.5,3.8,14.764,0,3,2
2020,130.666258,49.8,20.2,13.9,28.223,0,0,0
2043,110.685495,38.3,9.6,7.2,19.058,0,0,0
1716,166.561013,27,10.9,7.5,18.606,0,1,0
1761,126.003088,27,9.4,4.9,13.822,0,0,0
1789,152.687744,12.3,3.7,3,7.631,0,1,0
1346,77.048191,49.6,23.6,15.2,36.226,0,0,0
1422,149.974118,65.2,19.2,9.5,29.257,0,0,0
1232,86.743856,33.5,12.8,6.8,18.917,0,0,0
1965,161.795071,65.5,19.3,10.8,27.304,0,0,0
1645,83.816552,35.9,9.7,5.7,15.132,0,0,0
2207,127.055791,43.8,15.2,9.2,28.097,1,0,2
1555,88.918161,37,15.5,9.6,22.312,0,0,1
2656,112.153623,39.8,12.5,6.9,17.894,0,4,1
1777,101.130505,23,6.5,5.8,14.506,1,0,0
1598,108.578806,43,25.8,17.5,40.412,0,0,0
2413,100.415169,41.6,12.7,10,23.435,0,1,0
1971,54.360108,22.5,7.2,4.3,12.457,0,1,0
1701,183.739001,42.6,13.8,8.6,25.368,0,0,0
1930,145.809532,55.2,23.3,13.1,30.645,0,0,0
1708,124.170934,38.6,7.4,5.1,15.409,0,0,0
1904,140.469768,68.6,26.1,14.5,33.582,0,0,0
1528,142.270927,62.8,24.3,16.9,36.013,0,0,0
1993,148.83993,57.5,23.9,10.7,35.216,0,0,0
1785,306.303153,44.1,13.8,8,25.703,1,0,0
1674,136.034797,32.3,9.2,6.6,21.709,0,0,0
1659,298.921504,66.9,25.1,12.8,30.956,0,0,0
1751,131.652086,48.3,14.5,10.3,22.411,0,0,0
1430,152.494018,48.5,25.4,15.6,37.286,0,1,0
1968,99.794316,51,16.4,12.1,26.612,0,0,0
1776,109.767842,53.1,18.7,12.6,28.803,0,0,0
1231,269.327827,69.6,25.2,15.3,33.439,0,0,0
1620,192.31082,40.4,17.7,10.2,27.075,0,0,0
2815,127.035243,35.9,10.9,6.9,19.78,0,1,1
1844,121.948848,70.5,26,14.1,35.754,0,0,0
1262,152.332651,65.8,23.9,16.9,38.438,1,0,0
1720,112.387985,47.5,26.6,20.8,43.296,0,0,0
2400,74.772069,62.1,23.2,13.7,34.703,0,0,0
1652,81.781328,50.3,22.1,14.8,34.906,1,0,0
1723,16.029396,50.2,28.4,20.8,48.716,0,0,0
1715,47.994539,43.2,16,11.4,31.206,1,0,0
1872,48.504535,52.5,23.2,14.5,34.535,0,2,0
1610,97.220479,54.9,13.1,7.7,20.602,0,0,0
1863,70.299311,48.8,23,16.6,42.358,1,0,0
1687,77.522807,50.6,29,19.5,43.555,0,0,0
1512,89.619889,23.5,13.8,9.6,18.605,0,0,0
1896,49.698436,23.1,8.4,5.8,13.477,0,0,0
1734,22.370902,15.1,4.3,2.8,11.58,0,1,0
1700,112.956706,38,16.3,12.3,28.226,0,0,0
1623,71.12225,15.3,4,2.7,9.192,0,0,1
2017,147.410023,36.7,18.3,9.2,24.646,0,0,0
1630,67.032103,33.9,12.6,7.6,20.796,0,0,0
1359,163.310333,64.1,24.1,14.3,36.269,0,0,0
1712,98.344323,26.3,8.6,5.9,14.285,0,0,0
1781,130.929976,57.4,23.3,14.4,36.749,0,2,1
2047,191.754716,53.9,14.5,9.7,25.793,0,0,0
1993,110.735406,36.3,10.5,7.3,22.25,0,0,0
1555,113.249384,33.8,13.1,10,23.374,0,0,0
2130,90.456004,43.5,13,7.7,22.918,0,0,0
2075,93.271661,34.3,12.1,7.2,20.821,0,0,0
1880,120.192715,48,15,9.7,26.267,0,0,0
2038,103.181556,46.1,10.4,5.2,24.827,0,0,0
2006,90.248428,55.7,13,10.6,22.725,1,1,0
1641,74.020818,59.8,13.1,7.9,20.989,0,3,1
1642,147.262144,53.1,11.1,6.7,15.773,0,0,0
1739,82.356668,58.8,12.2,8.3,18.336,0,0,0
1799,90.714986,52.7,15.3,10.6,25.046,0,0,0
2148,85.725701,57.4,17.3,13.5,31.619,0,1,0
1740,88.675492,56.7,12.8,9.7,22.103,0,0,0
1677,52.162777,54.6,9.1,6.4,16.79,1,0,0
1775,163.518513,56,14.8,10.3,22.095,0,0,0
1630,77.326287,35.8,6.1,4.6,9.432,0,0,0
1717,98.569774,33.8,9.1,6.1,16.774,0,1,0
1736,82.017963,31.5,9.2,5.7,14.713,0,1,0
1578,230.18787,28.1,9.1,6.9,18.146,0,0,0
1700,63.404091,45.4,24,16.2,32.515,1,1,0
2035,76.846004,48.1,15.6,11.4,21.999,0,1,0
1640,87.680589,47.3,12.7,9.2,23.637,1,0,0
1854,91.260116,41.8,7.8,6.7,12.297,0,1,0
1810,105.2191,42.3,10,7,16.337,0,0,1
1314,28.769732,36.8,18.6,12.4,28.429,0,2,0
1686,107.872187,40.3,22.1,15.6,36.793,0,1,0
1648,48.476688,37.9,19.8,12.2,30.552,1,0,0
1415,120.029822,40.4,24,16.5,36.619,0,0,0
1555,75.381685,46.8,24.1,13.2,34.432,0,1,0
1955,82.826005,39.6,20.5,13.2,32.442,0,1,1
1669,63.891504,50.1,19.6,14,33.099,0,0,0
1499,45.690946,44.5,22,13.6,37.508,0,2,1
1708,286.459425,71.5,24.4,13.7,29.181,0,1,0
1869,153.243687,63.2,26.7,15,35.294,0,0,0
1855,69.352854,63.8,30.2,15.6,40.956,0,0,0
2263,110.995075,39.9,9.9,5.3,18.036,1,0,0
1694,62.430949,61,22.6,11.7,30.754,0,1,0
2082,190.173666,51,18.5,10.4,24.548,0,0,0
3846,197.523053,57.1,19.5,10.4,30.08,1,0,0
2218,105.150298,70.1,19.1,10,28.185,0,0,0
1473,988.060765,76.8,31.7,15.6,39.521,0,0,0
1570,98.191218,56.3,22,15.2,35.924,0,5,0
1544,45.49318,24.7,5.9,3.8,12.229,0,0,0
2229,117.755638,33.9,10.6,5.8,17.513,1,0,1
2531,111.298793,42.3,17.4,13.4,30.358,0,1,0
1706,69.128898,37.2,13.8,9,21.897,0,0,0
1554,131.035584,60.4,23.6,12.4,31.215,0,1,0
1838,85.908344,33.6,14.2,7.9,21.089,0,1,1
1982,119.609826,40.2,9.3,7.3,14.438,0,0,1
1504,78.55613,33.8,9.6,7.2,15.644,0,0,0
1533,114.915879,36.8,10.9,7.8,19.131,0,0,0
1802,50.503339,38.4,19.2,11.9,28.062,0,0,0
1553,60.773077,36.4,17.4,12.1,26.433,0,0,0
1661,67.022498,44.9,20.6,12.4,29.476,0,0,0
1755,85.551398,40.8,24,18.1,39.337,0,0,0
1575,55.037333,35,21.4,17.6,35.121,0,0,0
1919,65.984363,38.3,14.3,10,22.889,0,1,0
1659,82.413107,36.7,16.5,11.2,27.67,0,0,0
1800,62.829238,37.1,6.5,5.2,11.532,0,0,0
1702,61.239164,29.9,4.8,3.7,8.783,0,0,0
2073,142.323765,36.5,10.7,7.8,18.848,1,0,0
1994,130.164984,55.3,10.3,5.3,17.073,0,0,0
1735,152.765155,43.9,12,7.5,17.032,0,0,1
1687,80.815103,54,22.8,14.5,30.622,0,0,0
1895,37.091749,45.9,12.9,9.6,20.711,0,0,0
1814,161.057332,39,13.5,9.2,22.253,0,0,0
1989,111.892571,51.2,17.3,9.3,26.151,0,3,0
1640,80.264454,35.5,9.3,6,16.265,0,0,0
1824,109.990164,48.7,18.2,12.3,26.957,1,0,1
1613,41.3441,32.7,8.2,7,17.245,0,0,0
2716,97.63552,41.8,13.4,8.1,23.443,0,0,0
2248,102.681574,18.1,5.2,3.6,11.31,0,0,0
1967,134.012959,35.5,11.1,7.3,19.337,0,0,0
2026,105.603314,32,8.4,4.5,13.687,0,0,0
1823,85.806895,39.6,21.4,13.4,30.194,1,1,0
2115,116.96464,23.5,7.2,6.3,12.552,0,1,0
2174,116.505926,52.5,20.6,11.1,30.802,1,4,1
1764,152.195078,52.5,27.2,19.5,45.854,0,0,0
1418,50.327007,58.9,28.5,22.2,44.99,0,2,0
1591,80.704682,46.3,11.1,6.5,20.574,1,1,0
1583,155.014635,53.3,15.2,10.7,28.053,0,2,1
1896,115.238667,49.9,17.9,11.5,29.292,0,1,0
5959,151.808432,51.3,12,6.1,28.631,3,0,0
1669,48.239246,60.3,12.2,6.5,29.363,0,1,0
1262,88.444706,71.3,22.2,13,32.141,0,0,0
1695,110.518427,51.8,18.5,13.2,32.981,0,0,0
1346,131.376096,68.6,25,15.5,33.853,0,0,0
2382,123.664314,55.9,13.1,6.3,25.746,0,0,0
1624,109.317308,67.3,20.9,10.3,31.65,0,2,0
1583,50.0205,61.6,25.2,13.8,40.126,0,6,2
2237,138.648425,57.9,20.3,11.7,35.961,0,17,8
1945,187.820574,52,27.1,17.1,43.327,0,0,0
1573,110.775436,42.6,12.6,8.7,19.336,0,0,0
1990,194.305236,44.5,14.9,10.4,23.433,0,1,0
1579,108.58448,47.7,24.7,11.5,32.138,0,1,0
1733,71.410735,44.2,18.5,13.5,29.569,1,1,0
1735,87.403939,38.4,9.4,7.7,17.357,0,0,0
1819,111.335366,38,9.9,7.7,17.586,0,0,0
1534,71.844615,51.4,24,14,35.351,0,0,0
1779,95.539077,40.2,10.2,7.1,17.09,0,0,0
1397,163.0156,41.5,16.8,8.5,27.35,0,0,0
1524,87.255459,36.4,11.1,5.5,17.224,0,0,0
2923,76.640026,53.2,13.3,9,28.027,0,0,0
1955,50.523013,59.5,22.6,20.2,47.114,2,9,5
1998,152.87133,63.4,19.1,12.5,31.239,0,0,0
1362,74.566398,61.7,23.7,14.3,35.069,0,0,0
2074,157.669148,55,18.3,16.4,32.198,0,0,0
1513,124.130706,55.3,14,9.8,24.37,0,0,0
1452,83.201955,58.3,19.1,15.2,34.133,0,0,0
1812,181.674497,63.8,20.5,14.5,37.075,1,4,0
1834,125.495464,62.8,19.3,12.1,36.329,0,1,0
1569,107.553181,40,20,11.3,28.866,0,2,0
2003,109.051818,37.5,8.4,6.6,16.422,1,2,3
1785,119.913839,37.5,16.4,11.3,26.287,0,1,0
1741,112.882236,37.8,11.1,7.9,19.169,0,0,0
1700,66.95301,46.3,22.9,14,34.114,0,0,0
1568,71.39135,44.4,18.3,12.8,26.871,0,0,0
1616,122.727155,43.2,17,10.1,27.507,0,0,0
1596,108.038512,41.4,13.1,9,24.816,0,0,0
1875,106.942965,43.2,17.6,12.2,28.809,0,2,0
1446,126.713302,48.4,24.6,14.9,33.691,0,0,0
1448,89.360586,68.4,27.6,16.1,34.034,1,0,0
1620,132.473488,70.8,23.8,16.2,33.273,0,0,0
2084,160.014325,67.5,21.6,12.5,34.64,0,2,0
1778,112.134724,48.7,15.6,10.5,26.452,0,1,0
1948,102.794827,30.6,9.5,5.9,18.948,0,0,0
1456,103.748188,30.6,10.4,7.1,20.72,0,0,0
1732,95.941625,46,10.4,7.1,19.498,0,0,0
1526,134.0763,40,14.3,8.4,21.817,0,0,0
1825,90.495759,46.5,13.6,8.9,19.594,0,0,0
2087,170.13506,46.9,11.9,6.1,16.681,0,0,0
1648,51.002662,48,21.5,14.5,34.426,0,0,0
1851,111.301136,62.2,33.4,21.5,44.725,0,0,0
1664,44.36782,47.5,15.6,9.4,25.742,1,0,0
1677,114.579743,41,20.7,12.7,33.222,0,0,0
1280,60.690861,52.6,21.5,15.3,33.849,0,0,0
1575,83.746398,42.9,22.8,14.2,37.163,0,1,0
2440,134.501557,51.2,21.4,12.3,30.959,0,1,0
1844,76.411424,47.5,13.1,7.4,21.578,0,0,0
1979,54.446572,58.4,13,9.3,22.059,0,1,0
